Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||1|08/01/2016|Vente|43000,00|9020|||B265|KER LANN|35170|BRUZ|35|47||BM|95||450|17,87|||||||||1|2|Appartement||17|1|||
|||||||1|13/01/2016|Vente|122500,00|5||RUE|0322|RENE PERRON|35740|PACE|35|210||BE|264||55||||||||||1|2|Appartement||66|2|||
|||||||1|13/01/2016|Vente|122500,00|6044||ESP|0061|CHARLES DE GAULLE|35740|PACE|35|210||BE|264||3||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|152500,00|30||RUE|2829|EMILE BERNARD|35700|RENNES|35|238||IK|92||127||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|152500,00|30||RUE|2829|EMILE BERNARD|35700|RENNES|35|238||IK|92||12|79,00|||||||||1|2|Appartement||79|3|||
|||||||1|14/01/2016|Vente|23000,00|18||BD|2630|DE LA DUCHESSE ANNE|35000|RENNES|35|238||BN|1027||2||||||||||1|2|Appartement||228|8|||
|||||||1|05/01/2016|Vente en l'état futur d'achèvement|200700,00||||B391|LA COUROUZE|35136|ST JACQUES DE LA LANDE|35|281||AA|108||149||||||||||1||||||||
|||||||1|05/01/2016|Vente en l'état futur d'achèvement|200700,00||||B391|LA COUROUZE|35136|ST JACQUES DE LA LANDE|35|281||AA|108||65||||||||||1||||||||
|||||||1|05/01/2016|Vente en l'état futur d'achèvement|200700,00||||B391|LA COUROUZE|35136|ST JACQUES DE LA LANDE|35|281||AA|108||233||||||||||1||||||||
|||||||1|05/01/2016|Vente en l'état futur d'achèvement|200700,00||||B391|LA COUROUZE|35136|ST JACQUES DE LA LANDE|35|281||AA|108||234||||||||||1||||||||
|||||||1|07/01/2016|Vente|303000,00|5||SQ|7911|PRE DES BONNETS ROUGES|35000|RENNES|35|238||BP|241||214||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|303000,00|5||SQ|7911|PRE DES BONNETS ROUGES|35000|RENNES|35|238||BP|241||213||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|303000,00|2||SQ|7911|PRE DES BONNETS ROUGES|35000|RENNES|35|238||BP|241||53|90,02|||||||||1|2|Appartement||92|5|||
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|128442,00|||||||RENNES|35|238||BC|103||35||||||||||1||||||||
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|128442,00|||||||RENNES|35|238||BC|103||104||||||||||1||||||||
|||||||1|15/01/2016|Vente|257000,00|1||RUE|2200|COULABIN|35000|RENNES|35|238||AE|469||92|69,67|||||||||1|2|Appartement||69|3|||
|||||||1|15/01/2016|Vente|257000,00|9001||RUE|2200|COULABIN|35000|RENNES|35|238||AE|469||18||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2016|Vente|221120,00|17||RUE|4619|JACQUES LEONARD|35000|RENNES|35|238||HS|195||90||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2016|Vente|221120,00|13||RUE|4619|JACQUES LEONARD|35000|RENNES|35|238||HS|195||50|87,02|||||||||1|2|Appartement||86|4|||
|||||||1|12/01/2016|Vente|70000,00|88||RUE|9500|DE VERN|35200|RENNES|35|238||CS|173||14||19||5|42,00|||||3|2|Appartement||41|2|||
|||||||1|07/01/2016|Vente|13200,00|23||QUAI|5377|LAMENNAIS|35000|RENNES|35|238||DI|340||40||||||||||1|2|Appartement||10|1|||
|||||||1|15/01/2016|Vente|64000,00|2||AV|4565|D IRLANDE|35200|RENNES|35|238||LX|93||139||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|64000,00|2||AV|4565|D IRLANDE|35200|RENNES|35|238||LX|93||77|26,89|||||||||1|2|Appartement||26|1|||
|||||||1|04/01/2016|Vente|119000,00|5||RUE|5750|LOBINEAU|35000|RENNES|35|238||BV|7||14||2|30,41|||||||2|2|Appartement||35|2|||
|||||||1|08/01/2016|Vente|113000,00|64||RUE|5802|DE LORIENT|35000|RENNES|35|238||AI|545||5||||||||||1|2|Appartement||27|2|||
|||||||1|08/01/2016|Vente|172000,00|47||MAIL|0627|DE LA BESNERAIE|35520|LA CHAPELLE DES FOUGERETZ|35|59||AC|193||20||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|172000,00|47||MAIL|0627|DE LA BESNERAIE|35520|LA CHAPELLE DES FOUGERETZ|35|59||AC|193||21||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|172000,00|67||MAIL|0627|DE LA BESNERAIE|35520|LA CHAPELLE DES FOUGERETZ|35|59||AC|194||4|87,05|||||||||1|2|Appartement||87|4|||
|||||||1|08/01/2016|Vente|172000,00|67||MAIL|0627|DE LA BESNERAIE|35520|LA CHAPELLE DES FOUGERETZ|35|59||AC|194||5||||||||||1|3|Dépendance||0|0|||
|||||||1|18/01/2016|Vente|34000,00|31||RUE|4340|HENRI LE GUILLOUX|35000|RENNES|35|238||EV|97||21|9,15|||||||||1|2|Appartement||9|1|||
|||||||1|14/01/2016|Vente|112500,00|18||RUE|6895|NOEL BLAYAU|35000|RENNES|35|238||DL|463||206|48,12|||||||||1|2|Appartement||48|2|||
|||||||1|14/01/2016|Vente|112500,00|18||RUE|6895|NOEL BLAYAU|35000|RENNES|35|238||DL|463||254||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2016|Vente|180000,00|4|||B744|PARC SAINT MARTIN|35700|RENNES|35|238||AB|296||217||97|82,96|||||||2|2|Appartement||83|4|||
|||||||1|13/01/2016|Vente|180000,00|9002|||B744|PARC SAINT MARTIN|35700|RENNES|35|238||AB|296||242||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2016|Vente en l'état futur d'achèvement|264000,00|87||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|96||39||||||||||1||||||||
|||||||1|13/01/2016|Vente en l'état futur d'achèvement|264000,00|87||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|96||54||||||||||1||||||||
|||||||1|06/01/2016|Vente|233500,00|31||RUE|0142|DE LA TIMONIERE|35690|ACIGNE|35|1||AH|500||||||||||||0|1|Maison||108|5|S||281
|||||||1|18/01/2016|Vente|173000,00|2||RUE|0141|CHARLES TILLON|35135|CHANTEPIE|35|55||AH|205||34||||||||||1|3|Dépendance||0|0|||
|||||||1|18/01/2016|Vente|173000,00|2||RUE|0141|CHARLES TILLON|35135|CHANTEPIE|35|55||AH|205||12|72,98|25||||||||2|2|Appartement||73|3|||
|||||||1|15/01/2016|Vente|15000,00|175||RUE|0067|DE BELLE EPINE|35510|CESSON-SEVIGNE|35|51||AD|164||69||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|115000,00|3||RUE|4674|JEAN BRULELOU DIT BRITO|35700|RENNES|35|238||IY|287||69||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|115000,00|1||RUE|4674|JEAN BRULELOU DIT BRITO|35700|RENNES|35|238||IY|287||8|50,14|||||||||1|2|Appartement||49|2|||
|||||||1|05/01/2016|Vente||155||AV|3660|GAL LECLERC|35700|RENNES|35|238||BK|770||||||||||||0||||||S||40
|||||||2|05/01/2016|Vente||155||AV|3660|GAL LECLERC|35700|RENNES|35|238||BK|770||||||||||||0||||||S||40
|||||||3|05/01/2016|Vente|90000,00|155||AV|3660|GAL LECLERC|35700|RENNES|35|238||BK|770||||||||||||0||||||S||40
|||||||1|15/01/2016|Vente|135000,00|41||RUE|2670|JEAN MARIE DUHAMEL|35000|RENNES|35|238||BR|259||12|31,54|||||||||1|2|Appartement||31|1|||
|||||||1|15/01/2016|Vente|135000,00|41||RUE|2670|JEAN MARIE DUHAMEL|35000|RENNES|35|238||BR|259||46||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|135000,00|8||RUE|1800|DE CHATEAUGIRON|35000|RENNES|35|238||CE|556||9|26,31|||||||||1|2|Appartement||26|1|||
|||||||1|15/01/2016|Vente|135000,00|8||RUE|1800|DE CHATEAUGIRON|35000|RENNES|35|238||CE|556||28||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2016|Vente en l'état futur d'achèvement|424000,00|130||RUE|1820|DE CHATILLON|35200|RENNES|35|238||CV|94||21|116,10|26||||||||2|2|Appartement||116|5|||
|||||||1|14/01/2016|Vente en l'état futur d'achèvement|424000,00|130||RUE|1820|DE CHATILLON|35200|RENNES|35|238||CV|94||46||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2016|Vente|100800,00|146||RUE|3160|DE FOUGERES|35700|RENNES|35|238||AZ|292||25||5||||||||2|2|Appartement||58|2|||
|||||||1|13/01/2016|Vente|110000,00|1||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||524||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2016|Vente|110000,00|7||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||1539|71,26|1549||||||||2|2|Appartement||71|4|||
|||||||1|15/01/2016|Vente|243000,00|9||RUE|4790|JEAN LE NY|35200|RENNES|35|238||CV|293||||||||||||0|1|Maison||66|4|S||230
|||||||1|05/01/2016|Vente|205500,00|5851|||B953|LAUNAY THEBERT|35740|PACE|35|210||G|846||||||||||||0|1|Maison||80|4|S||933
|||||||1|05/01/2016|Vente|205500,00|5851|||B953|LAUNAY THEBERT|35740|PACE|35|210||G|846||||||||||||0|1|Maison||80|4|J|POTAG|996
|||||||1|13/01/2016|Vente|0,15|23||RUE|5922|LOUIS KERAUTRET BOTMEL|35000|RENNES|35|238||KS|175||||||||||||0|4|Local industriel. commercial ou assimilé||2398|0|S||8437
|||||||1|08/01/2016|Vente|45000,00||||B386|LOT NOTRE FOYER QUARTIER M|35000|RENNES|35|238||KZ|193||||||||||||0||||||S||49
|||||||1|08/01/2016|Vente|45000,00|11||SQ|9436|DE VARSOVIE|35200|RENNES|35|238||KZ|265||1||21||||||||2|2|Appartement||26|1|||
|||||||1|06/01/2016|Vente|295100,00|15||AV|0140|E ET M PINAULT|35740|PACE|35|210||BE|394||||||||||||0||||||S||11
|||||||1|06/01/2016|Vente|295100,00|15|B|AV|0140|E ET M PINAULT|35740|PACE|35|210||BE|396||||||||||||0|1|Maison||101|5|S||204
|||||||1|06/01/2016|Vente|295100,00|15||AV|0140|E ET M PINAULT|35740|PACE|35|210||BE|399||||||||||||0||||||S||284
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|96900,00|70||AV|0109|DE LA CHAUSSAIRIE|35131|CHARTRES-DE-BRETAGNE|35|66||AP|46||24||||||||||1||||||||
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|96900,00|70||AV|0109|DE LA CHAUSSAIRIE|35131|CHARTRES-DE-BRETAGNE|35|66||AP|46||2||||||||||1||||||||
|||||||1|07/01/2016|Vente|300000,00|6||RUE|1890|CHICOGNE|35000|RENNES|35|238||DI|148||57||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|300000,00|45|B|BD|5700|DE LA LIBERTE|35000|RENNES|35|238||DI|169||7|99,72|||||||||1|2|Appartement||97|4|||
|||||||1|07/01/2016|Vente|300000,00|45|B|BD|5700|DE LA LIBERTE|35000|RENNES|35|238||DI|169||11|9,36|||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2016|Vente|125000,00|20||RUE|2160|CORENTIN CARRE|35000|RENNES|35|238||BX|574||34||38|69,72|||||||2|2|Appartement||69|4|||
|||||||1|12/01/2016|Vente|125000,00|20||RUE|2160|CORENTIN CARRE|35000|RENNES|35|238||BX|574||115||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|166000,00|9001||RUE|1676|CHARLES DE KERGARIOU|35000|RENNES|35|238||MO|88||25||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|166000,00|3||RUE|1676|CHARLES DE KERGARIOU|35000|RENNES|35|238||MO|88||48|79,22|||||||||1|2|Appartement||79|4|||
|||||||1|05/01/2016|Vente|280000,00|115||AV|0480|ARISTIDE BRIAND|35000|RENNES|35|238||BN|298||500|189,05|||||||||1|4|Local industriel. commercial ou assimilé||240|0|||
|||||||1|07/01/2016|Vente|157300,00|22||RUE|0408|FREDERIC BENOIT|35136|ST JACQUES DE LA LANDE|35|281||AD|3||||||||||||0|1|Maison||54|3|S||576
|||||||1|07/01/2016|Vente|152300,00|9||RUE|5140|JULES SIMON|35000|RENNES|35|238||BS|209||35|37,96|||||||||1|2|Appartement||40|2|||
|||||||1|20/01/2016|Vente|26500,00|14||QUAI|8321|DE RICHEMONT|35000|RENNES|35|238||BP|322||33||||||||||1|3|Dépendance||0|0|||
|||||||1|18/01/2016|Vente|112500,00|2||RUE|6915|DE NORVEGE|35200|RENNES|35|238||LX|56||11||||||||||1|3|Dépendance||0|0|||
|||||||1|18/01/2016|Vente|112500,00|4||SQ|9187|DE TERRENEUVE|35200|RENNES|35|238||LX|57||54||68|82,12|||||||2|2|Appartement||81|4|||
|||||||1|15/01/2016|Vente|150000,00|35||BD|5570|LEON BOURGEOIS|35000|RENNES|35|238||CE|184||145|98,90|146||||||||2|2|Appartement||96|5|||
|||||||1|15/01/2016|Vente|150000,00|35||BD|5570|LEON BOURGEOIS|35000|RENNES|35|238||CE|184||349||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|150000,00|35||BD|5570|LEON BOURGEOIS|35000|RENNES|35|238||CE|184||433||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2016|Vente|122000,00|4||MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|219||26||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2016|Vente|122000,00|4||MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|219||86|68,70|||||||||1|2|Appartement||68|3|||
|||||||1|15/01/2016|Vente|285000,00|20||BD|4820|JEAN MERMOZ|35200|RENNES|35|238||DE|373||47||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|285000,00|20||BD|4820|JEAN MERMOZ|35200|RENNES|35|238||DE|373||37||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|285000,00|20||BD|4820|JEAN MERMOZ|35200|RENNES|35|238||DE|373||18|104,15|||||||||1|2|Appartement||105|3|||
|||||||1|07/01/2016|Vente|440586,30||||B108|LES CINQ CHEMS ET LES TERT|35520|LA CHAPELLE DES FOUGERETZ|35|59||AH|112||||||||||||0||||||T||53100
|||||||1|07/01/2016|Vente|440586,30||||B443|LE PRE D AHAUT|35520|LA CHAPELLE DES FOUGERETZ|35|59||AH|114||||||||||||0||||||T||13740
|||||||1|07/01/2016|Vente|440586,30||||B443|LE PRE D AHAUT|35520|LA CHAPELLE DES FOUGERETZ|35|59||AH|114||||||||||||0||||||E||954
|||||||1|07/01/2016|Vente|440586,30||||B109|CINQ CHEMS EUCHES ET CAREL|35520|LA CHAPELLE DES FOUGERETZ|35|59||AH|115||||||||||||0||||||T||46644
|||||||1|15/01/2016|Vente|118000,00|17||RUE|9530|VICTOR BASCH|35700|RENNES|35|238||AY|67||20||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2016|Vente|118000,00|17||RUE|9530|VICTOR BASCH|35700|RENNES|35|238||AY|67||1|44,10|13||||||||2|2|Appartement||43|2|||
|||||||1|15/01/2016|Vente|260000,00|15||AV|0096|ANDRE BONNIN|35135|CHANTEPIE|35|55||AE|73||||||||||||0|1|Maison||49|3|S||372
|||||||1|15/01/2016|Vente|90000,00|44||AV|1385|DU CANADA|35200|RENNES|35|238||LZ|128||63|46,81|||||||||1|2|Appartement||47|2|||
|||||||1|15/01/2016|Vente|90000,00|44||AV|1385|DU CANADA|35200|RENNES|35|238||LZ|128||148||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2016|Vente|240000,00|27||RUE|0313|DES FORGES|35170|BRUZ|35|47||BD|499||||||||||||0|1|Maison||119|5|S||539
|||||||1|04/01/2016|Vente|240000,00|||RUE|0520|DE LA NOE|35170|BRUZ|35|47||BD|641||||||||||||0||||||S||15
|||||||1|07/01/2016|Vente|127000,00|41||RUE|5780|DE LORGERIL|35000|RENNES|35|238||AE|328||14|36,43|||||||||1|2|Appartement||37|2|||
|||||||1|07/01/2016|Vente|127000,00|41||RUE|5780|DE LORGERIL|35000|RENNES|35|238||AE|328||125||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|19242,30||||B002|L ANCIEN ETANG DU MOULIN N|35520|LA CHAPELLE DES FOUGERETZ|35|59||AH|113||||||||||||0||||||T||4998
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|160000,00|29||RUE|8701|DE ST LAURENT|35700|RENNES|35|238||IL|285||141||||||||||1||||||||
|||||||1|08/01/2016|Vente en l'état futur d'achèvement|160000,00|29||RUE|8701|DE ST LAURENT|35700|RENNES|35|238||IL|285||29||||||||||1||||||||
|||||||1|05/01/2016|Vente|162581,84|10||AV|9927|GERMAINE DULAC|35000|RENNES|35|238||HN|122||9|83,40|||||||||1|2|Appartement||83|4|||
|||||||1|05/01/2016|Vente|162581,84|10||AV|9927|GERMAINE DULAC|35000|RENNES|35|238||HN|122||72||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2016|Vente|400000,00|3||RUE|5950|LOUIS TIERCELIN|35000|RENNES|35|238||CZ|204||11||13||14||9||||4|2|Appartement||96|5|||
|||||||1|06/01/2016|Vente|400000,00|3||RUE|5950|LOUIS TIERCELIN|35000|RENNES|35|238||CZ|204||10||5||||||||2|3|Dépendance||0|0|||
|||||||1|06/01/2016|Vente|400000,00|3||RUE|5950|LOUIS TIERCELIN|35000|RENNES|35|238||CZ|204||15||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2016|Vente|400000,00|3||RUE|5950|LOUIS TIERCELIN|35000|RENNES|35|238||CZ|204||12||6||||||||2|2|Appartement||19|1|||
|||||||1|13/01/2016|Vente|156000,00|11||RUE|5820|LOUIS BLERIOT|35000|RENNES|35|238||BV|329||||||||||||0|1|Maison||34|3|S||169
|||||||1|13/01/2016|Vente|156000,00|11||RUE|5820|LOUIS BLERIOT|35000|RENNES|35|238||BV|985||||||||||||0||||||S||11
|||||||1|12/01/2016|Vente|400000,00|93||BD|3730|GEORGES CLEMENCEAU|35200|RENNES|35|238||BW|564||||||||||||0|1|Maison||80|4|S||215
|||||||1|15/01/2016|Vente|60000,00|26|B|RUE|2829|EMILE BERNARD|35700|RENNES|35|238||IK|218||2|22,20|||||||||1|2|Appartement||22|1|||
|||||||1|14/01/2016|Vente|420000,00|9|B|RUE|2590|DE LA DONELIERE|35000|RENNES|35|238||HT|98||||||||||||0|4|Local industriel. commercial ou assimilé||703|0|S||966
|||||||1|07/01/2016|Vente|250000,00|22||RUE|8999|DU SERGENT GUIHARD|35000|RENNES|35|238||BP|583||352||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2016|Vente|250000,00|24||RUE|8999|DU SERGENT GUIHARD|35000|RENNES|35|238||BP|583||407|72,50|||||||||1|2|Appartement||77|2|||
|||||||1|19/01/2016|Vente en l'état futur d'achèvement|203000,00|4||RUE|4800|JEAN MACE|35700|RENNES|35|238||BD|308||5||||||||||1|2|Appartement||42|2|||
|||||||1|19/01/2016|Vente en l'état futur d'achèvement|203000,00|4||RUE|4800|JEAN MACE|35700|RENNES|35|238||BD|308||78||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|377200,00|8||ALL|0143|DE KERLIVIO|35760|SAINT-GREGOIRE|35|278||AV|212||||||||||||0|1|Maison||130|4|S||490
|||||||1|08/01/2016|Vente|410000,00|3||RUE|0179|MATHURIN MEHEUT|35830|BETTON|35|24||BE|226||||||||||||0|1|Maison||175|9|S||674
|||||||1|19/01/2016|Vente|150000,00|9009|||C241|LA TOUCHE MARTIN|35510|CESSON-SEVIGNE|35|51||ZC|308||||||||||||0|1|Maison||68|1|S||1034
|||||||1|06/01/2016|Vente en l'état futur d'achèvement|178900,00|||RUE|8955|DU SAPEUR M JOUAN|35000|RENNES|35|238||DK|259||68||||||||||1|2|Appartement||40|2|||
|||||||1|06/01/2016|Vente en l'état futur d'achèvement|178900,00|||RUE|8955|DU SAPEUR M JOUAN|35000|RENNES|35|238||DK|259||153||||||||||1|3|Dépendance||0|0|||
|||||||1|18/01/2016|Vente en l'état futur d'achèvement|190320,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||11||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|15/01/2016|Vente en l'état futur d'achèvement|240000,00|||||||CHANTEPIE|35|55||AP|946||4||||||||||1||||||||
|||||||1|15/01/2016|Vente en l'état futur d'achèvement|240000,00|||||||CHANTEPIE|35|55||AP|946||31||||||||||1||||||||
|||||||1|18/01/2016|Vente en l'état futur d'achèvement|198360,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||56||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|18/01/2016|Vente en l'état futur d'achèvement|126600,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||33||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|18/01/2016|Vente en l'état futur d'achèvement|181200,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||2||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|04/01/2016|Vente|98000,00|21||QUAI|4542|D ILLE ET RANCE|35000|RENNES|35|238||AE|132||374||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2016|Vente|98000,00|9||RUE|1190|DE BREST|35000|RENNES|35|238||AE|132||241||268|39,57|||||||2|2|Appartement||41|1|||
|||||||1|06/01/2016|Vente|198000,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||23||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|25/01/2016|Vente|169000,00|19||RUE|0026|DE ROBIEN|35850|GEVEZE|35|120||AK|92||||||||||||0|1|Maison||74|4|S||435
|||||||1|07/01/2016|Vente|204600,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||34||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|07/01/2016|Vente|147000,00|20||RUE|1190|DE BREST|35000|RENNES|35|238||AD|55||421|52,15|930||||||||2|2|Appartement||53|2|||
|||||||1|07/01/2016|Vente|147000,00|18||RUE|1190|DE BREST|35000|RENNES|35|238||AD|55||1384||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2016|Vente|405000,00|41||RUE|0226|DU COURADIN|35510|CESSON-SEVIGNE|35|51||AA|195||||||||||||0|1|Maison||159|6|S||440
|||||||1|14/01/2016|Vente en l'état futur d'achèvement|151080,00|5||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DH|492||15||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|08/01/2016|Vente|57000,00|2||RUE|1265|BROSSAY ST MARC|35700|RENNES|35|238||BK|886||16||28|14,25|||||||2|2|Appartement||16|1|||
|||||||1|15/01/2016|Vente|422000,00|47||RUE|0209|DU GRAND DOMAINE|35510|CESSON-SEVIGNE|35|51||AH|116||||||||||||0|1|Maison||146|6|S||767
|||||||1|15/01/2016|Vente|122000,00|33||RUE|5750|LOBINEAU|35000|RENNES|35|238||BV|40||||||||||||0|1|Maison||40|2|S||162
|||||||1|11/01/2016|Vente|80000,00|2||RUE|7600|PIERRE LOTI|35700|RENNES|35|238||AY|263||51|44,84|64||||||||2|2|Appartement||45|2|||
|||||||1|11/01/2016|Vente|80000,00|2||RUE|7600|PIERRE LOTI|35700|RENNES|35|238||AY|263||157||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2016|Echange|5000,00|16||AV|9010|SERGENT MAGINOT|35000|RENNES|35|238||BP|210||192||||||||||1|3|Dépendance||0|0|||
|||||||2|12/01/2016|Echange|5000,00|28||AV|9010|SERGENT MAGINOT|35000|RENNES|35|238||BP|210||148||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2016|Vente|105000,00|2||ALL|8591|SAINT COLOMBAN|35200|RENNES|35|238||CE|603||69|43,30|||||||||1|2|Appartement||45|2|||
|||||||1|08/01/2016|Vente|105000,00|2||ALL|8591|SAINT COLOMBAN|35200|RENNES|35|238||CE|603||17||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2016|Vente|750000,00|9||CRS|0247|DE LA VILAINE|35510|CESSON-SEVIGNE|35|51||AR|127||||||||||||0|4|Local industriel. commercial ou assimilé||427|0|S||922
|||||||1|14/01/2016|Vente|750000,00|9||CRS|0247|DE LA VILAINE|35510|CESSON-SEVIGNE|35|51||AR|127||||||||||||0|4|Local industriel. commercial ou assimilé||258|0|S||922
